sample_id,population,population_label,state,sample_order,cluster_1,cluster_2,cluster_3,cluster_4,cluster_5,cluster_6,cluster_7,cluster_8,cluster_9,cluster_10,cluster_11
883779813_Pg349_15.fsa,Pg349,KY_01,KY,71,0.0016016016016016017,0.5865865865865866,0.015815815815815818,0.01641641641641642,0.363963963963964,0.007007007007007008,0.0024024024024024027,0.0016016016016016017,0.0014014014014014013,0.0012012012012012014,0.002002002002002002
883779813_Pg349_16.fsa,Pg349,KY_01,KY,72,0.0032006401280256056,0.5649129825965193,0.0038007601520304063,0.005601120224044809,0.3884776955391078,0.010802160432086419,0.003400680136027206,0.0014002800560112022,0.007001400280056013,0.006801360272054412,0.004600920184036807
883779813_Pg349_17.fsa,Pg349,KY_01,KY,73,0.0022017614091273015,0.5840672538030425,0.0026020816653322663,0.005204163330664531,0.3897117694155325,0.006605284227381905,0.001601281024819856,0.001401120896717374,0.0022017614091273015,0.002802241793434748,0.001601281024819856
883779813_Pg349_18.fsa,Pg349,KY_01,KY,74,0.001600640256102441,0.5828331332533013,0.003001200480192077,0.002200880352140856,0.39395758303321327,0.002200880352140856,0.001600640256102441,0.001600640256102441,0.007402961184473788,0.0020008003201280513,0.001600640256102441
883779813_Pg349_19.fsa,Pg349,KY_01,KY,75,0.011402280456091218,0.5287057411482297,0.007801560312062413,0.009801960392078417,0.4030806161232246,0.0028005601120224045,0.0010002000400080016,0.0028005601120224045,0.027005401080216047,0.002600520104020805,0.003000600120024005
883779813_Pg349_20.fsa,Pg349,KY_01,KY,76,0.0016,0.5811999999999999,0.0052,0.0038000000000000004,0.39679999999999993,0.0036000000000000003,0.0012000000000000001,0.0016,0.0024000000000000002,0.001,0.0016
883779813_Pg349_21.fsa,Pg349,KY_01,KY,77,0.002002402883460152,0.5885062074489387,0.0030036043251902285,0.0028033640368442135,0.39387264717661197,0.0024028834601521826,0.001001201441730076,0.0016019223067681217,0.002202643171806167,0.001001201441730076,0.0016019223067681217
883779813_Pg349_22.fsa,Pg349,KY_01,KY,78,0.0030018010806483896,0.575745447268361,0.009005403241945167,0.007204322593556135,0.3802281368821293,0.002201320792475486,0.0040024014408645186,0.004202521512907745,0.0028016810086051633,0.001801080648389034,0.009805883530118072
883779813_Pg349_23.fsa,Pg349,KY_01,KY,79,0.0036036036036036037,0.5773773773773774,0.004604604604604604,0.01081081081081081,0.3763763763763764,0.011211211211211212,0.0020020020020020024,0.001001001001001001,0.007007007007007008,0.001001001001001001,0.005005005005005005
883779813_Pg349_24.fsa,Pg349,KY_01,KY,80,0.004599080183963208,0.5750849830033993,0.0031993601279744054,0.0061987602479504095,0.3755248950209958,0.011197760447910416,0.0035992801439712063,0.0017996400719856032,0.011597680463907217,0.004799040191961608,0.002399520095980804
